id,name,lon,lat,city,area,address,tel
28,蓝天宾馆综合服务点,120.29602360285064,30.160898822376325,杭州市,萧山区,杭州市萧山区通惠南路267号,17706711968
29,蓝臣酒店综合服务点,120.19994264211441,30.188648309148352,杭州市,滨江区,杭州市滨江区网商路276号,0571-81115237
30,运河恒8连锁酒店综合服务点,120.30514284106573,30.467647878164595,杭州市,余杭区,杭州市余杭区运河街道湖潭路516号,0571-88668558
30,金碧湾酒店综合服务点,119.93862116756482,30.056743503245787,杭州市,富阳区,杭州市富阳区富春街道金平路23号,0571-58922222
32,锦江之星酒店综合服务点,120.34926814669913,30.300141933485786,杭州市,钱塘新区,杭州市经济技术开发区白杨街道三号大街538号,0571-28069998
33,闲林大酒店综合服务点,119.99266574230052,30.227646651741114,杭州市,余杭区,杭州市余杭区闲林街道闲林中路180号,18814806385
34,万豪酒店综合服务点,119.72613533678326,27.567392165840598,温州市,泰顺县,罗阳镇邮政路2号,13858808123
35,东瓯大酒店综合服务点,120.55062627425902,27.57898662679931,温州市,龙港市,龙港纺织三街28号,0577-64298888
36,亿旺综合服务点,120.66209862190527,28.045830128839413,温州市,永嘉县,双塔路1121号,15372819083
37,亿旺邂逅酒店综合服务点,120.97543261419294,28.115453750915684,温州市,乐清市,城南街道清远路280号,13780107735
38,住加酒店综合服务点,120.6259791946498,28.011851167512884,温州市,鹿城区,翠微大道黄龙康城三层,0577-56768989
39,南融酒店综合服务点,120.56517972182135,27.599035789616572,温州市,平阳县,鳌江镇访贤西巷1号,0577-63037999
40,大源宾馆综合服务点,120.61725799560907,27.727042061008074,温州市,平阳县,万全镇郑林路郑楼礼品城工业区1-5号旁,0577-63695555
41,安心商务宾馆综合服务点,120.93744030978033,27.96050876512534,温州市,瓯江口产业集聚区,瓯帆路126号,0577-86980577
42,安泰宾馆综合服务点,120.42537508789141,27.601192389483987,温州市,平阳县,麻步镇康乐路112-118号,0577-63508666
43,帝佳宾馆综合服务点,120.48254962849664,27.576129534466634,温州市,平阳县,萧江镇高速口与104国道交叉口,0577-58123333
44,帝豪格盟大酒店综合服务点,120.41261735304292,27.519800791532873,温州市,苍南县,灵溪镇江湾北路2号,0577-68876888
45,平阳宾馆综合服务点,120.57044927177171,27.66953002893929,温州市,平阳县,昆阳镇天来巷13号,0577-63111112/0577-63111113
46,欧仕莱宾馆综合服务点,120.82096996993931,27.87362850876525,温州市,浙南产业集聚区,滨海二道六路2450号,0577-88675777
47,永兴北园安心公寓综合服务点,120.86478958219323,27.865556935062646,温州市,龙湾区,空港新区北园社区港强路安心公寓8、11幢,13857718567
48,沪川宁康酒店综合服务点,120.97353188956501,28.1236555298787,温州市,乐清市,乐成街道宁康东路28号,13968772887
49,温商大酒店综合服务点,120.63516212272252,27.786238672364103,温州市,瑞安市,玉海街道解放中路235号,13819751615
50,温州市教师教育院洞头分院综合服务点,121.14999655100614,27.84475153412823,温州市,洞头区,霞光大道785号（消防救援大队左侧）,13968906278
51,瓯隆商务宾馆综合服务点,120.65765784861816,27.975081042984346,温州市,瓯海区,牛山南路128号,0577-85672772
52,艾维拉酒店综合服务点,120.6724557251097,27.773670242970486,温州市,瑞安市,莘阳大道776号,13958875697
53,金球国豪大酒店综合服务点,120.65158054235353,28.016723485130722,温州市,鹿城区,游泳桥路9号,0577-88062511
54,鑫悦大酒店综合服务点,120.08389969924086,27.808491657629798,温州市,文成县,大峃镇体育场路818号,13968926570
55,锐思特汽车酒店综合服务点,120.33046848197974,27.643471118007483,温州市,平阳县,水头镇腾龙西路818号,0577-58100979
56,梦圆大酒店综合服务点,120.268492,30.842549,湖州市,吴兴区,湖州市织里南路2号,15268292116
57,梦幻森林大酒店综合服务点,120.258921,30.876646,湖州市,吴兴区,湖州市织里镇珍贝路118号,15868222203
58,皇冠商务酒店综合服务点,120.131164,30.890578,湖州市,吴兴区,湖州市二环北路139号,0572-2608005
59,江南庭院酒店综合服务点,120.439914,30.878508,湖州市,南浔区,南浔镇群乐路188号,0572-3651999/15695728920
60,莫干山大酒店综合服务点,119.966277,30.540717,湖州市,德清县,德清县武康街道永安街25号,13567296558
61,七彩假日宾馆（德清六店）综合服务点,119.980248,30.537087,湖州市,德清县,德清县武康街道曲园南路200号,13867295669
62,格林豪泰大酒店综合服务点,119.931905,31.030948,湖州市,长兴区,长兴县长城路929号,13757252566
63,瑞吉综合服务点,119.687233,30.632991,湖州市,安吉县,昌硕街道迎宾大道607号,0572-5310197
64,湖州开元美途酒店（重点地区）综合服务点,120.067361,30.867172,湖州市,南太湖新区,西塞山路819号成业智能中心C座,0572-2203000
65,嘉兴市南湖饭店综合服务点,120.862106,30.374932,嘉兴市,南湖区,环城东路81号,13905737026
66,江建酒店综合服务点,120.76986,30.81289,嘉兴市,秀洲区,嘉兴市秀洲区油车港镇天星西路118号,13484110102
67,华展大酒店综合服务点,120.922078,30.839949,嘉兴市,嘉善县,嘉善县罗星街道晋阳西路271号,17855839649
68,平湖富丽雅大酒店综合服务点,121.006225,30.714247,嘉兴市,平湖区,钟埭街道环北二路985号,13758356923/0573-850943333
69,海盐县综合服务点,120.940843,30.523819,嘉兴市,海盐县,海盐县武原街道百尺北路8号新天地广场大酒店,0573-86051100
70,许村镇综合服务点,120.395558,30.487326,嘉兴市,海宁市,许村镇联盟村家纺产业园汉珂公司旁边,13758349026
71,长安镇（高新区）综合服务点,120.419575,30.389213,嘉兴市,海宁市,海宁市长安镇高新区凤翔路6号,15850606004/17621752471
72,周王庙镇综合服务点,120.505396,30.460964,嘉兴市,海宁市,海宁市周王庙镇联民村蔡家石桥30号（原镇敬老院）,13967337605
73,盐官镇综合服务点,120.566987,30.446402,嘉兴市,海宁市,海宁市乡村振兴学院内桃园村桃园宾馆,18268407079
74,斜桥镇综合服务点,120.624446,30.501253,嘉兴市,海宁市,海宁市斜桥镇洛塘街31号（原老庆云卫生院）,13706591737
75,丁桥镇综合服务点,120.680989,30.454609,嘉兴市,海宁市,海宁市丁桥镇镇保路22号（瑞麒酒店海宁店7楼）,13511310671
76,袁花镇综合服务点,120.778715,30.426596,嘉兴市,海宁市,海宁市袁花镇联红路65号两创园区职工宿舍,13857333573
77,尖山新区（黄湾镇）综合服务点,120.792082,30.34202,嘉兴市,海宁市,钱塘江路综治中心西侧过渡房,13586478369
78,硖石街道综合服务点,120.718884,30.525224,嘉兴市,海宁市,海宁市硖石街道塘南东路710号陌上花酒店,13967335559
79,海洲街道综合服务点,120.673972,30.522152,嘉兴市,海宁市,海宁市海洲街道联合路417号人间四月天宾馆,13819316818
80,经济开发区（海昌街道）综合服务点,120.73703,30.5386,嘉兴市,海宁市,海宁市施带路18号大众皮业宿舍,13511357363
81,马桥街道综合服务点,120.701471,30.465353,嘉兴市,海宁市,海宁市马桥街道红旗路102号潮荣宾馆,13586303760
82,和平饭店综合服务点,120.53837,30.612965,嘉兴市,桐乡市,桐乡市梧桐街道复兴南路108号,18358354512
83,吉辰酒店综合服务点,120.554681,30.653106,嘉兴市,桐乡市,桐乡市梧桐街道环城北路851号,13645730860
84,灵安商务宾馆综合服务点,120.522346,30.587527,嘉兴市,桐乡市,桐乡市凤鸣街道灵安路376号,13736816776
85,嘉悦酒店综合服务点,120.602599,30.673485,嘉兴市,桐乡市,桐乡市濮院镇凯旋路1950号,15068325358
86,华隆宾馆综合服务点,120.425736,30.525144,嘉兴市,桐乡市,桐乡市崇福镇崇德西路158号,13705839986/13819416660
87,金剑商务宾馆综合服务点,120.363936,30.575482,嘉兴市,桐乡市,桐乡市河山镇世纪新路小商品市场,15857330031
88,红慧宾馆综合服务点,120.372835,30.638845,嘉兴市,桐乡市,桐乡市河山镇世纪新路小商品市场,15888393070
89,冠峰大酒店综合服务点,120.515596,30.694022,嘉兴市,桐乡市,桐乡市乌镇镇龙翔大道与湖盐公路交叉路口往西50米,13736800839
90,群星宾馆综合服务点,120.45132,30.62997,嘉兴市,桐乡市,桐乡市石门镇中兴北路122号,15868343388
91,全季酒店综合服务点,120.845042,30.737054,嘉兴市,嘉兴经开区,嘉兴市南湖区由拳路2491号,13705835539
92,胜高酒店综合服务点（嘉兴汽车北站店）,120.751537,30.792697,嘉兴市,嘉兴经开区,嘉兴市秀洲区禾兴北路826号,13586452313
93,星程酒店综合服务点,121.086494,30.610006,嘉兴市,嘉兴港区,乍浦镇乍王路516号,13511332573
94,企业复工集中服务点(三江),120.648317,30.103181,绍兴市,越城区,斗门街道三江路78号原飞泰光电厂区,13735378268/18989559508
95,若航综合服务点,120.495019,30.038048,绍兴市,柯桥区,柯岩街道南闲路185号,13616758883
96,上虞瑞曼尼智慧酒店综合服务点,120.903385,30.045462,绍兴市,上虞区,上虞区迎宾大道771号,13858587053
97,宏宇浣江医院综合服务点,120.252356,29.690942,绍兴市,诸暨市,暨南街道三江新村,13858506853
98,嵊州市民兵训练基地综合服务点,120.80293,29.591564,绍兴市,嵊州市,嵊州市鹿山街道求是路,18858531009
99,新昌县委党校综合服务点,120.874732,29.484944,绍兴市,新昌县,新昌县七星街道元岙村160号,13857530026
100,六合大酒店服务点,119.62134,29.10312,宁波市,婺城区,婺城区长湖路133号,0579-89809837
101,多湖亚美综合服务点,119.713373,29.099481,宁波市,金东区,金东区康济南街555号,13566787897
102,孝顺满塘综合服务点,119.872688,29.191895,宁波市,金东区,金东区孝顺镇金山大道128号,13806786123
103,国际大酒店综合服务点,119.44428,29.216034,宁波市,兰溪市,兰溪市振兴路333号,0579-88966968
104,人民医院综合服务点,119.432424,29.212869,宁波市,兰溪市,兰溪市西山路1359号,0579-88669676
105,东贸大酒店综合服务点,120.252526,29.300833,宁波市,东阳市,东阳市广福东街30号,18266983881
106,假日酒店综合服务点,120.071766,29.307186,宁波市,义乌市,义乌市城中西路200号,0579-85233888
107,玺悦酒店综合服务点,120.093172,29.317516,宁波市,义乌市,义乌市稠州北路336号,0579-89901100
108,名岛酒店综合服务点,120.072724,29.300997,宁波市,义乌市,义乌市稠州西路43号,0579-85017999
109,百亨酒店综合服务点,120.114348,29.350498,宁波市,义乌市,义乌市银海一区19幢,0579-85853399
110,怡嘉风尚酒店综合服务点,120.1003,29.325807,宁波市,义乌市,义乌市稠州北路571号,0579-85896666
111,菲米诺克酒店综合服务点,120.074007,29.302078,宁波市,义乌市,义乌市稠州西路66号,0579-89968999
112,朋莱商务宾馆综合服务点,120.10939,29.340065,宁波市,义乌市,义乌市福田一区21幢8号,0579-85596777
113,简爱爱丰酒店综合服务点,120.096025,29.326777,宁波市,义乌市,义乌市工人北路285号,0579-85589999
114,海德宾馆综合服务点,120.10762,29.310093,宁波市,义乌市,义乌市江东中路五爱新村1栋,0579-83581111
115,党校综合服务点,120.069945,28.889388,宁波市,永康市,永康市金都路1号,0579-87219075
116,老福利院综合服务点,120.033524,28.881184,宁波市,新昌县,永康市龙福路118号,0579-87172340
117,塔山宾馆综合服务点,119.902203,29.460224,宁波市,浦江县,浦江县环城东路59号,0579-89395056
118,北岭山庄综合服务点,119.816011,28.904814,宁波市,武义县,武义县环城北路57号（原党校宾馆）,0579-87660000
119,花台山宾馆综合服务点,120.450459,29.060333,宁波市,磐安县,磐安县安文街道海螺街36号,17357952705
120,金华尊御酒店综合服务点,119.669202,29.070784,宁波市,金华开发区,婺城区和信路398号,19884896819/17280963710
121,安和大酒店综合服务点,118.816136,28.979432,衢州市,柯城区,柯城区姜家山乡西池塘头村农特产交易中心12区3-4楼,13157051371
122,圣效大酒店综合服务点,118.936889,28.965191,衢州市,衢江区,衢江区大桥路38号,13625709818
123,宜尚酒店综合服务点,119.193455,29.088928,衢州市,龙游县,龙游县城北开发区金星大道11号,13867031088
124,龙游县委党校综合服务点,119.214801,29.052611,衢州市,龙游县,龙游县东华街道项家村(龙游县第二高级中学西北侧约50米),13567031516
125,龙游速八宾馆综合服务点,119.182667,29.051136,衢州市,龙游县,龙游县龙洲街道平政路银泰龙庭57幢,13676602190
126,世外桃源酒店综合服务点,118.640309,28.763255,衢州市,江山市,江山市双塔街道礼贤路1号,13675702175/13626709192
127,常山县委党校综合服务点,118.491767,28.917124,衢州市,常山县,常山县金川街道龙溪路56号,13567076620
128,雷迪森酒店综合服务点,118.402403,29.076433,衢州市,开化县,开化县华埠镇独山村泉塘路5号易云电子商务创业园19幢,18305033521
129,开化县民兵营服务点,118.415713,29.114401,衢州市,开化县,开化县205国道（贝林星月湾大门正对面）,19884896819/17280963710
130,原8090酒店综合服务点,118.886682,28.95475,衢州市,集聚区,柯城区衢化路288号,13967015319
131,金鹰大酒店综合服务点,122.062968,30.014673,舟山市,定海区,舟山市定海区盐仓街道兴舟大道以北(鸭蛋山码头旁),13567650696
132,格林豪泰东港店综合服务点,122.062968,30.014673,舟山市,普陀区,舟山市普陀区东港街道宁兴街132-1号,13857202220
133,六横千荷大酒店综合服务点,122.206873,29.707008,舟山市,普陀区,舟山市普陀区六横镇客运路18号附近,13567650352
134,秀山宾馆综合服务点,122.176428,30.190604,舟山市,岱山县,岱山县秀山乡兰秀路173号,13567660030/18857093237
135,洋山开发建设管理服务中心大楼综合服务点,122.140816,30.606919,舟山市,嵊泗县,嵊泗县沈家湾客运码头,13587097103
136,嵊泗县委党校综合服务点,122.474284,30.719646,舟山市,嵊泗县,嵊泗县基湖村兴基路25号,13967232977
137,舟山元森花园酒店综合服务点,122.155457,30.009881,舟山市,新城管委会,舟山市定海区兴东路6号,2559999
138,海岛阳光酒店综合服务点,122.408295,29.896081,舟山市,普朱管委会,朱家尖金沙大道60号,13957227020
139,普陀山梅岑苑酒店综合服务点,122.387406,29.987827,舟山市,普朱管委会,普陀山梅岑路86号,13868240015
140,佰仕代酒店综合服务点,121.432002,28.681044,台州市,椒江区,椒江区白云街道中山西路371号,0576-88829999/13777683696
141,白玉兰酒店综合服务点,121.431842,28.675216,台州市,椒江区,椒江区白云街道云西路155-18号,0576-88838820-0/13777683696
142,动车站综合服务点,121.296612,28.691911,台州市,黄岩区,黄岩区北城街道站前大道台州动车站内,13676672229
143,和庭综合服务点,121.34269,28.591496,台州市,路桥区,路桥桐屿街道桐杨路勤丰大厦西侧,0576-89281888
144,牛头山度假村综合服务点,121.327783,28.858298,台州市,临海市,临海市牛头山水库南侧近牛头山旅游区,13586095112
145,久天商务酒店综合服务点,121.15585,28.866311,台州市,临海市,大洋街道东方大道28号,13758685883
146,银星宾馆综合服务点,121.052065,29.136552,台州市,天台县,赤城街道人民东路559号,13586236963
147,东方嘉元酒店综合服务点,120.756666,28.864792,台州市,仙居县,仙居县福应街道陵园路13号,0576-87833208
148,火电综合服务点,121.684963,29.017939,台州市,三门县,三门县浦坝港镇草头村,13968518581
149,金茂商务酒店综合服务点,121.384657,28.388407,台州市,温岭市,温岭市太平街道锦屏路436号,0576-86528888
150,环球一号酒店综合服务点,121.37059,28.393079,台州市,温岭市,中华北路623号,0576-81766615
151,老二医综合服务点,121.306319,28.221969,台州市,玉环市,玉环市楚门镇环城北路68号（楚门卫生院住院部后门）,15958686566
152,蒲公英酒店综合服务点,121.245651,28.116125,台州市,玉环市,玉环市双港路223号(近欧洲花园) ,18957678091
153,民乐商旅酒店综合服务点,121.536422,28.599051,台州市,台州湾集聚区,椒江区三甲街道滨富东路2号,0576-89899911
154,侨家大院综合服务点,120.307326,28.126889,丽水市,青田县,青田县石郭工业园区9幢,13695778969
155,华尔顿综合服务点,120.306242,28.126805,丽水市,青田县,青田县石郭工业园区B1,13575360468
156,养老中心十三医学观察点,120.30784,28.127774,丽水市,青田县,青田县石郭下村8号,13857090098
157,汇瓯综合服务点,120.30585,28.127393,丽水市,青田县,青田瓯南街道石郭工业园区石郭下村8号,13575360468
158,残疾人托养中心综合服务点,118.98464,27.612168,丽水市,庆元县,庆元大道八都隧道东侧出口,13757865201/13587155750
159,畲乡之星时尚酒店综合服务点,119.643501,27.993456,丽水市,景宁县,景宁县人民北路新田小区B栋10幢5678号,13906789299
160,中共丽水市委党校综合服务点,119.890123,28.491409,丽水市,莲都区,丽水市莲都区联城街道凌云街261号,0578-2296599
161,龙泉市香溢综合服务点,119.143717,28.07879,丽水市,龙泉市,龙泉市贤良路218号,0578-7217180
162,竹炭博物馆综合服务点,119.318111,28.626673,丽水市,遂昌县,遂昌县妙高街道炭缘路1号,0578-8521113
163,缙云县东渡党校综合服务点,120.065231,28.634072,丽水市,缙云县,缙云县五云街道状元村校场路2号,13905889584
164,云和嘉瑞君亭酒店综合服务点,119.614256,28.136601,丽水市,云和县,浙江省丽水市云和县元和街道养生文化村1号,13967040386
165,松阳县天元国际酒店综合服务点,119.506485,28.450266,丽水市,松阳县,长虹东路183号,13906887757
