id,city,confirmed,died,crued,confirmedRelative,asymptomaticRelative,asymptomatic,nativeRelative,curConfirm
97,新疆_和田地区,-1,-1,-1,-1,-1,-1,-1,-1
98,新疆_图木舒克市,-1,-1,-1,-1,-1,-1,-1,-1
99,新疆_北屯市,-1,-1,-1,-1,-1,-1,-1,-1
100,新疆_五家渠市,-1,-1,-1,-1,-1,-1,-1,-1
101,新疆_双河市,-1,-1,-1,-1,-1,-1,-1,-1
102,新疆_石河子市,-1,-1,-1,-1,-1,-1,-1,-1
103,新疆_可克达拉市,-1,-1,-1,-1,-1,-1,-1,-1
104,新疆_铁门关市,-1,-1,-1,-1,-1,-1,-1,-1
105,新疆_昆玉市,-1,-1,-1,-1,-1,-1,-1,-1
106,新疆_乌鲁木齐市,845,0,845,0,0,0,0,0
107,新疆_第七师市,1,0,1,0,0,0,0,0
108,新疆_第八师市,4,1,3,0,0,0,0,0
109,新疆_吐鲁番市,3,0,3,0,0,0,0,0
110,新疆_伊犁哈萨克自治州,19,0,19,0,0,0,0,0
111,新疆_阿克苏地区,1,0,1,0,0,0,0,0
112,新疆_第九师市,4,1,3,0,0,0,0,0
113,新疆_昌吉州市,5,0,5,0,0,0,0,0
114,新疆_第六师市,2,0,2,0,0,0,0,0
115,新疆_巴音郭楞蒙古自治州,3,0,3,0,0,0,0,0
116,新疆_第十二师市,3,0,3,0,0,0,0,0
117,新疆_第四师市,10,1,9,0,0,0,0,0
118,新疆_喀什地区,80,0,80,0,0,0,0,0
119,新疆_待确认,1,0,1,0,0,0,0,0
120,新疆_博州市,0,0,0,0,0,0,0,0
121,宁夏_中卫市,4,0,3,0,0,0,0,1
122,宁夏_吴忠市,39,0,37,0,0,0,0,2
123,宁夏_银川市,68,0,64,0,0,0,0,4
124,宁夏_宁东管委会市,1,0,1,0,0,0,0,0
125,宁夏_固原市,5,0,5,0,0,0,0,0
126,宁夏_石嘴山市,1,0,1,0,0,0,0,0
127,宁夏_境外输入,4,0,4,0,0,0,0,0
128,宁夏_待确认,0,0,3,0,0,0,0,0
129,内蒙古_锡林郭勒盟,29,0,29,0,0,0,0,0
130,内蒙古_包头市,11,0,11,0,0,0,0,0
131,内蒙古_呼伦贝尔市,38,0,38,0,0,0,0,0
132,内蒙古_呼和浩特市,10,0,10,0,0,0,0,0
133,内蒙古_兴安盟,1,0,1,0,0,0,0,0
134,内蒙古_巴彦淖尔市,8,1,7,0,0,0,0,0
135,内蒙古_赤峰市,9,0,9,0,0,0,0,0
136,内蒙古_通辽市,7,0,7,0,0,0,0,0
137,内蒙古_鄂尔多斯市,12,0,12,0,0,0,0,0
138,内蒙古_乌兰察布市,3,0,3,0,0,0,0,0
139,内蒙古_乌海市,2,0,2,0,0,0,0,0
140,内蒙古_阿拉善盟,165,0,164,0,0,0,0,1
141,内蒙古_境外输入,323,0,323,0,0,0,0,0
142,甘肃_嘉峪关市,-1,-1,-1,-1,-1,-1,-1,-1
143,甘肃_平凉市,9,0,9,0,0,0,0,0
144,甘肃_金昌市,1,0,1,0,0,0,0,0
145,甘肃_天水市,51,0,51,0,0,0,0,0
146,甘肃_张掖市,17,0,16,0,0,0,0,1
147,甘肃_陇南市,6,0,6,0,0,0,0,0
148,甘肃_白银市,4,0,4,0,0,0,0,0
149,甘肃_临夏回族自治州,3,0,3,0,0,0,0,0
150,甘肃_兰州市,119,2,112,0,0,0,0,5
151,甘肃_定西市,9,0,9,0,0,0,0,0
152,甘肃_甘南藏族自治州,8,0,8,0,0,0,0,0
153,甘肃_庆阳市,3,0,3,0,0,0,0,0
154,甘肃_武威市,0,0,0,0,0,0,0,0
155,甘肃_酒泉市,0,0,0,0,0,0,0,0
156,甘肃_境外输入,108,0,108,0,0,0,0,0
157,甘肃_外来人员,1,0,1,0,0,0,0,0
158,天津_红桥区,2,0,2,0,0,0,0,0
159,天津_和平区,6,0,6,0,0,0,0,0
160,天津_滨海新区,13,0,13,0,0,0,0,0
161,天津_西青区,4,0,4,0,0,0,0,0
162,天津_南开区,6,0,6,0,0,0,0,0
163,天津_河东区,15,1,14,0,0,0,0,0
164,天津_河北区,12,0,12,0,0,0,0,0
165,天津_河西区,4,0,4,0,0,0,0,0
166,天津_外地来津人员,6,0,6,0,0,0,0,0
167,天津_宁河区,4,0,4,0,0,0,0,0
168,天津_宝坻区,60,2,58,0,0,0,0,0
169,天津_东丽区,4,0,4,0,0,0,0,0
170,天津_津南区,2,0,2,0,0,0,0,0
171,天津_北辰区,7,0,7,0,0,0,0,0
172,天津_武清区,2,0,2,0,0,0,0,0
173,天津_静海区,0,0,0,0,0,0,0,0
174,天津_蓟州区,0,0,0,0,0,0,0,0
175,天津_境外输入,381,0,357,0,0,0,0,24
176,山西_朔州市,8,0,8,0,0,0,0,0
177,山西_晋中市,41,0,41,0,0,0,0,0
178,山西_运城市,19,0,19,0,0,0,0,0
179,山西_阳泉市,4,0,4,0,0,0,0,0
180,山西_吕梁市,6,0,6,0,0,0,0,0
181,山西_大同市,12,0,12,0,0,0,0,0
182,山西_长治市,8,0,8,0,0,0,0,0
183,山西_临汾市,2,0,2,0,0,0,0,0
184,山西_太原市,21,0,21,0,0,0,0,0
185,山西_晋城市,10,0,10,0,0,0,0,0
186,山西_忻州市,7,0,7,0,0,0,0,0
187,山西_境外输入,126,0,122,0,0,0,0,4
188,辽宁_朝阳市,6,1,5,0,0,0,0,0
189,辽宁_铁岭市,8,0,8,0,0,0,0,0
190,辽宁_葫芦岛市,12,1,11,0,0,0,0,0
191,辽宁_锦州市,12,0,12,0,0,0,0,0
192,辽宁_大连市,463,0,203,4,0,0,4,260
193,辽宁_营口市,11,0,11,0,0,0,0,0
194,辽宁_丹东市,11,0,11,0,0,0,0,0
195,辽宁_沈阳市,78,0,78,0,0,0,0,0
196,辽宁_辽阳市,3,0,3,0,0,0,0,0
197,辽宁_盘锦市,11,0,11,0,0,0,0,0
198,辽宁_本溪市,3,0,3,0,0,0,0,0
199,辽宁_鞍山市,4,0,4,0,0,0,0,0
200,辽宁_阜新市,8,0,8,0,0,0,0,0
201,辽宁_抚顺市,1,0,1,0,0,0,0,0
202,辽宁_境外输入,144,0,140,0,1,0,0,4
203,黑龙江_鹤岗市,5,0,5,0,0,0,0,0
204,黑龙江_七台河市,17,0,17,0,0,0,0,0
205,黑龙江_大兴安岭地区,3,0,3,0,0,0,0,0
206,黑龙江_佳木斯市,15,0,15,0,0,0,0,0
207,黑龙江_牡丹江市,36,0,36,0,0,0,0,0
208,黑龙江_鸡西市,46,0,46,0,0,0,0,0
209,黑龙江_绥化市,537,4,533,0,0,0,0,0
210,黑龙江_齐齐哈尔市,44,1,43,0,0,0,0,0
211,黑龙江_双鸭山市,52,3,49,0,0,0,0,0
212,黑龙江_哈尔滨市,504,4,500,0,0,0,0,0
213,黑龙江_大庆市,29,1,28,0,0,0,0,0
214,黑龙江_黑河市,295,0,164,0,0,0,0,131
215,黑龙江_伊春市,1,0,1,0,0,0,0,0
216,黑龙江_境外输入,406,0,404,0,0,0,0,2
217,黑龙江_待确认,2,0,2,0,0,0,0,0
218,海南_白沙黎族自治县,-1,-1,-1,-1,-1,-1,-1,-1
219,海南_五指山市,-1,-1,-1,-1,-1,-1,-1,-1
220,海南_陵水黎族自治县,4,0,4,0,0,0,0,0
221,海南_琼中黎族苗族自治县,1,0,1,0,0,0,0,0
222,海南_琼海市,6,1,5,0,0,0,0,0
223,海南_儋州市,15,1,14,0,0,0,0,0
224,海南_万宁市,13,0,13,0,0,0,0,0
225,海南_东方市,3,1,2,0,0,0,0,0
226,海南_临高县,6,0,6,0,0,0,0,0
227,海南_海口市,41,0,41,0,0,0,0,0
228,海南_澄迈县,9,1,8,0,0,0,0,0
229,海南_三亚市,55,1,54,0,0,0,0,0
230,海南_昌江黎族自治县,7,0,7,0,0,0,0,0
231,海南_定安县,3,1,2,0,0,0,0,0
232,海南_乐东黎族自治县,2,0,2,0,0,0,0,0
233,海南_文昌市,3,0,3,0,0,0,0,0
234,海南_保亭黎族苗族自治县,3,0,3,0,0,0,0,0
235,海南_屯昌县,0,0,0,0,0,0,0,0
236,海南_三沙市,0,0,0,0,0,0,0,0
237,海南_境外输入,19,0,19,0,0,0,0,0
238,河北_张家口市,43,0,43,0,0,0,0,0
239,河北_保定市,36,0,34,0,0,0,0,2
240,河北_邢台市,96,1,93,0,0,0,0,2
241,河北_沧州市,49,3,46,0,0,0,0,0
242,河北_石家庄市,958,1,942,0,0,0,0,15
243,河北_承德市,7,0,7,0,0,0,0,0
244,河北_廊坊市,33,0,33,0,0,0,0,0
245,河北_邯郸市,32,0,32,0,0,0,0,0
246,河北_衡水市,8,0,8,0,0,0,0,0
247,河北_唐山市,58,1,57,0,0,0,0,0
248,河北_秦皇岛市,10,1,9,0,0,0,0,0
249,河北_境外输入,37,0,37,0,0,0,0,0
250,河北_定州市,2,0,2,0,0,0,0,0
251,河北_雄安新区市,13,0,13,0,0,0,0,0
252,河北_待确认,0,0,3,0,0,0,0,0
253,河北_辛集市市,71,0,39,0,0,0,0,32
254,陕西_榆林市,3,0,3,0,0,0,0,0
255,陕西_西安市,135,3,128,0,0,0,0,4
256,陕西_咸阳市,17,0,17,0,0,0,0,0
257,陕西_商洛市,7,0,7,0,0,0,0,0
258,陕西_安康市,26,0,26,0,0,0,0,0
259,陕西_延安市,8,0,8,0,0,0,0,0
260,陕西_韩城市,1,0,1,0,0,0,0,0
261,陕西_汉中市,26,0,26,0,0,0,0,0
262,陕西_宝鸡市,13,0,13,0,0,0,0,0
263,陕西_渭南市,17,0,17,0,0,0,0,0
264,陕西_铜川市,8,0,8,0,0,0,0,0
265,陕西_杨凌示范区市,1,0,1,0,0,0,0,0
266,陕西_境外输入,443,0,435,1,0,0,0,8
267,云南_迪庆藏族自治州,-1,-1,-1,-1,-1,-1,-1,-1
268,云南_丽江市,7,0,7,0,0,0,0,0
269,云南_红河哈尼族彝族自治州,9,0,9,0,0,0,0,0
270,云南_大理白族自治州,13,0,13,0,0,0,0,0
271,云南_保山市,9,0,9,0,0,0,0,0
272,云南_昭通市,25,0,25,0,0,0,0,0
273,云南_德宏傣族景颇族自治州,258,0,228,1,2,0,1,30
274,云南_曲靖市,13,0,13,0,0,0,0,0
275,云南_西双版纳傣族自治州,15,1,14,0,0,0,0,0
276,云南_玉溪市,14,1,13,0,0,0,0,0
277,云南_普洱市,4,0,4,0,0,0,0,0
278,云南_昆明市,53,0,53,0,0,0,0,0
279,云南_临沧市,1,0,1,0,0,0,0,0
280,云南_楚雄彝族自治州,4,0,4,0,0,0,0,0
281,云南_文山壮族苗族自治州,2,0,2,0,0,0,0,0
282,云南_怒江傈僳族自治州,0,0,0,0,0,0,0,0
283,云南_境外输入,1241,0,1179,3,3,0,0,62
284,广西_崇左市,-1,-1,-1,-1,-1,-1,-1,-1
285,广西_桂林市,32,0,32,0,0,0,0,0
286,广西_河池市,28,1,27,0,0,0,0,0
287,广西_南宁市,56,0,56,0,0,0,0,0
288,广西_防城港市,19,0,19,0,0,0,0,0
289,广西_贺州市,4,0,4,0,0,0,0,0
290,广西_柳州市,24,0,24,0,0,0,0,0
291,广西_玉林市,11,0,11,0,0,0,0,0
292,广西_北海市,44,1,43,0,0,0,0,0
293,广西_钦州市,8,0,8,0,0,0,0,0
294,广西_梧州市,5,0,5,0,0,0,0,0
295,广西_百色市,3,0,3,0,0,0,0,0
296,广西_贵港市,8,0,8,0,0,0,0,0
297,广西_来宾市,11,0,11,0,0,0,0,0
298,广西_境外输入,128,0,63,2,4,0,0,65
299,福建_厦门市,275,0,275,0,0,0,0,0
300,福建_南平市,20,0,20,0,0,0,0,0
301,福建_莆田市,261,0,261,0,0,0,0,0
302,福建_泉州市,71,0,71,0,0,0,0,0
303,福建_漳州市,23,0,23,0,0,0,0,0
304,福建_三明市,14,0,14,0,0,0,0,0
305,福建_宁德市,26,0,26,0,0,0,0,0
306,福建_龙岩市,6,0,6,0,0,0,0,0
307,福建_福州市,72,1,71,0,0,0,0,0
308,福建_境外输入,551,0,534,0,0,0,0,17
309,上海_嘉定区,9,2,7,0,0,0,0,0
310,上海_外地来沪人员,113,1,112,0,0,0,0,0
311,上海_松江区,16,0,16,0,0,0,0,0
312,上海_黄浦区,22,0,22,0,0,0,0,0
313,上海_长宁区,14,0,14,0,0,0,0,0
314,上海_青浦区,6,0,6,0,0,0,0,0
315,上海_闵行区,19,0,19,0,0,0,0,0
316,上海_静安区,16,1,15,0,0,0,0,0
317,上海_虹口区,7,0,7,0,0,0,0,0
318,上海_宝山区,26,1,25,0,0,0,0,0
319,上海_浦东新区,77,1,76,0,0,0,0,0
320,上海_杨浦区,9,0,9,0,0,0,0,0
321,上海_徐汇区,18,1,17,0,0,0,0,0
322,上海_奉贤区,9,0,9,0,0,0,0,0
323,上海_金山区,4,0,4,0,0,0,0,0
324,上海_普陀区,11,0,11,0,0,0,0,0
325,上海_崇明区,4,0,4,0,0,0,0,0
326,上海_境外输入,2443,0,2377,2,0,0,0,66
327,上海_境外来沪人员,1,0,1,0,0,0,0,0
328,北京_平谷区,-1,-1,-1,-1,-1,-1,-1,-1
329,北京_东城区,19,0,6,0,0,0,0,0
330,北京_海淀区,89,0,18,0,0,0,0,0
331,北京_大兴区,134,0,111,0,0,0,0,0
332,北京_朝阳区,84,0,5,0,0,0,0,0
333,北京_丰台区,277,0,233,0,0,0,0,0
334,北京_门头沟区,5,0,4,0,0,0,0,0
335,北京_通州区,20,0,2,0,0,0,0,0
336,北京_顺义区,45,0,45,0,0,0,0,0
337,北京_石景山区,15,0,12,0,0,0,0,0
338,北京_西城区,59,0,6,0,0,0,0,0
339,北京_怀柔区,8,0,4,0,0,0,0,0
340,北京_昌平区,69,0,14,0,0,0,0,0
341,北京_外地来京人员,25,0,2,0,0,0,0,0
342,北京_房山区,25,0,7,0,0,0,0,0
343,北京_延庆区,1,0,0,0,0,0,0,0
344,北京_密云区,7,0,0,0,0,0,0,0
345,北京_待确认,2,9,444,0,0,0,0,0
346,北京_境外输入,307,0,249,0,0,0,0,0
347,江苏_徐州市,79,0,79,0,0,0,0,0
348,江苏_扬州市,593,0,593,0,0,0,0,0
349,江苏_宿迁市,16,0,16,0,0,0,0,0
350,江苏_镇江市,12,0,12,0,0,0,0,0
351,江苏_连云港市,48,0,48,0,0,0,0,0
352,江苏_无锡市,55,0,55,0,0,0,0,0
353,江苏_泰州市,37,0,37,0,0,0,0,0
354,江苏_盐城市,27,0,27,0,0,0,0,0
355,江苏_淮安市,78,0,78,0,0,0,0,0
356,江苏_南通市,40,0,40,0,0,0,0,0
357,江苏_南京市,329,0,329,0,0,0,0,0
358,江苏_常州市,54,0,53,0,0,0,0,1
359,江苏_苏州市,87,0,87,0,0,0,0,0
360,江苏_境外输入,164,0,147,0,0,0,0,17
361,四川_遂宁市,17,0,17,0,0,0,0,0
362,四川_达州市,42,0,42,0,0,0,0,0
363,四川_内江市,22,0,22,0,0,0,0,0
364,四川_广安市,30,0,30,0,0,0,0,0
365,四川_宜宾市,13,0,13,0,0,0,0,0
366,四川_凉山彝族自治州,13,0,13,0,0,0,0,0
367,四川_乐山市,3,0,3,0,0,0,0,0
368,四川_眉山市,8,0,8,0,0,0,0,0
369,四川_德阳市,18,0,18,0,0,0,0,0
370,四川_巴中市,24,0,24,0,0,0,0,0
371,四川_成都市,189,3,161,0,0,0,0,25
372,四川_南充市,39,0,39,0,0,0,0,0
373,四川_泸州市,25,0,25,0,0,0,0,0
374,四川_绵阳市,23,0,23,0,0,0,0,0
375,四川_甘孜藏族自治州,78,0,78,0,0,0,0,0
376,四川_广元市,6,0,6,0,0,0,0,0
377,四川_资阳市,4,0,4,0,0,0,0,0
378,四川_自贡市,10,0,9,0,0,0,0,1
379,四川_雅安市,8,0,8,0,0,0,0,0
380,四川_攀枝花市,16,0,16,0,0,0,0,0
381,四川_阿坝藏族羌族自治州,1,0,1,0,0,0,0,0
382,四川_境外输入,677,0,660,1,1,0,0,17
383,四川_待确认,0,0,6,0,0,0,0,0
384,山东_莱芜市,-1,-1,-1,-1,-1,-1,-1,-1
385,山东_东营市,-1,-1,-1,-1,-1,-1,-1,-1
386,山东_威海市,38,1,37,0,0,0,0,0
387,山东_泰安市,35,2,33,0,0,0,0,0
388,山东_济南市,47,0,47,0,0,0,0,0
389,山东_枣庄市,24,0,24,0,0,0,0,0
390,山东_济宁市,260,0,260,0,0,0,0,0
391,山东_临沂市,49,0,49,0,0,0,0,0
392,山东_青岛市,80,1,79,0,0,0,0,0
393,山东_日照市,30,0,25,0,0,0,0,5
394,山东_菏泽市,18,0,18,0,0,0,0,0
395,山东_聊城市,38,0,38,0,0,0,0,0
396,山东_滨州市,15,0,15,0,0,0,0,0
397,山东_潍坊市,44,0,44,0,0,0,0,0
398,山东_德州市,37,2,35,0,0,0,0,0
399,山东_烟台市,58,0,58,0,0,0,0,0
400,山东_淄博市,30,1,29,0,0,0,0,0
401,山东_境外输入,208,0,180,0,0,0,0,28
402,江西_吉安市,22,0,22,0,0,0,0,0
403,江西_上饶市,144,0,143,0,0,0,0,1
404,江西_九江市,117,0,117,0,0,0,0,0
405,江西_新余市,129,0,129,0,0,0,0,0
406,江西_抚州市,72,0,72,0,0,0,0,0
407,江西_鹰潭市,18,0,18,0,0,0,0,0
408,江西_宜春市,106,0,106,0,0,0,0,0
409,江西_景德镇市,6,0,6,0,0,0,0,0
410,江西_萍乡市,33,0,33,0,0,0,0,0
411,江西_赣州市,74,1,73,0,0,0,0,0
412,江西_南昌市,231,0,231,0,0,0,0,0
413,江西_赣江新区市,1,0,1,0,0,0,0,0
414,江西_境外输入,6,0,6,0,0,0,0,0
415,重庆_北碚区,-1,-1,-1,-1,-1,-1,-1,-1
416,重庆_南川区,-1,-1,-1,-1,-1,-1,-1,-1
417,重庆_奉节县,22,0,22,0,0,0,0,0
418,重庆_武隆县,1,0,1,0,0,0,0,0
419,重庆_永川区,5,0,5,0,0,0,0,0
420,重庆_两江新区,18,0,17,0,0,0,0,1
421,重庆_渝北区,17,0,17,0,0,0,0,0
422,重庆_开州区,21,1,20,0,0,0,0,0
423,重庆_丰都县,10,0,10,0,0,0,0,0
424,重庆_巫山县,10,0,10,0,0,0,0,0
425,重庆_大足区,14,0,14,0,0,0,0,0
426,重庆_忠县,21,0,21,0,0,0,0,0
427,重庆_云阳县,25,0,25,0,0,0,0,0
428,重庆_璧山区,9,0,9,0,0,0,0,0
429,重庆_九龙坡区,22,1,20,0,0,0,0,1
430,重庆_潼南区,18,0,18,0,0,0,0,0
431,重庆_大渡口区,7,0,7,0,0,0,0,0
432,重庆_梁平县,4,0,4,0,0,0,0,0
433,重庆_秀山土家族苗族自治县,1,0,1,0,0,0,0,0
434,重庆_万州区,118,4,114,0,0,0,0,0
435,重庆_南岸区,15,0,15,0,0,0,0,0
436,重庆_石柱土家族自治县,15,0,15,0,0,0,0,0
437,重庆_涪陵区,5,0,5,0,0,0,0,0
438,重庆_江北区,28,0,28,0,0,0,0,0
439,重庆_綦江区,24,0,24,0,0,0,0,0
440,重庆_巫溪县,14,0,14,0,0,0,0,0
441,重庆_长寿区,24,0,22,0,0,0,0,2
442,重庆_城口县,2,0,2,0,0,0,0,0
443,重庆_合川区,23,0,23,0,0,0,0,0
444,重庆_垫江县,20,0,20,0,0,0,0,0
445,重庆_江津区,6,0,6,0,0,0,0,0
446,重庆_黔江区,2,0,2,0,0,0,0,0
447,重庆_渝中区,20,0,20,0,0,0,0,0
448,重庆_巴南区,7,0,6,0,0,0,0,1
449,重庆_铜梁区,10,0,10,0,0,0,0,0
450,重庆_荣昌区,9,0,9,0,0,0,0,0
451,重庆_沙坪坝区,10,0,10,0,0,0,0,0
452,重庆_高新区,4,0,4,0,0,0,0,0
453,重庆_彭水苗族土家族自治县,2,0,2,0,0,0,0,0
454,重庆_酉阳土家族苗族自治县,1,0,1,0,0,0,0,0
455,重庆_境外输入,26,0,26,0,0,0,0,0
456,安徽_安庆市,83,0,83,0,0,0,0,0
457,安徽_芜湖市,34,0,34,0,0,0,0,0
458,安徽_亳州市,108,0,108,0,0,0,0,0
459,安徽_黄山市,9,0,9,0,0,0,0,0
460,安徽_淮北市,27,0,27,0,0,0,0,0
461,安徽_蚌埠市,160,5,155,0,0,0,0,0
462,安徽_马鞍山市,38,0,38,0,0,0,0,0
463,安徽_铜陵市,29,0,29,0,0,0,0,0
464,安徽_池州市,17,0,17,0,0,0,0,0
465,安徽_宿州市,41,0,41,0,0,0,0,0
466,安徽_合肥市,176,1,175,0,0,0,0,0
467,安徽_宣城市,6,0,6,0,0,0,0,0
468,安徽_滁州市,13,0,13,0,0,0,0,0
469,安徽_阜阳市,156,0,156,0,0,0,0,0
470,安徽_淮南市,27,0,27,0,0,0,0,0
471,安徽_六安市,77,0,77,0,0,0,0,0
472,安徽_境外输入,7,0,7,0,0,0,0,0
473,湖南_衡阳市,48,0,48,0,0,0,0,0
474,湖南_娄底市,76,0,76,0,0,0,0,0
475,湖南_湘潭市,38,0,38,0,0,0,0,0
476,湖南_永州市,44,0,44,0,0,0,0,0
477,湖南_常德市,82,0,82,0,0,0,0,0
478,湖南_张家界市,77,0,77,0,0,0,0,0
